generation,colors,conflicts,sequence
0,1,2,3,4,1,0 0 0 1 1 0 3 2 1 1 3 
4,5,0,0 0 -1 1 1 0 3 2 1 1 3 
5,4,0,0 0 2 0 1 2 3 1 3 1 2 
6,4,0,0 0 2 0 1 2 3 1 3 1 2 
7,4,0,0 0 2 0 1 2 3 1 3 1 2 
8,4,0,0 0 2 0 1 2 3 1 3 1 2 
9,4,0,0 0 2 0 1 2 3 1 3 1 2 
10,4,0,0 0 2 0 1 2 3 1 3 1 2 
11,4,0,0 0 2 0 1 2 3 1 3 1 2 
12,4,0,0 0 2 0 1 2 3 1 3 1 2 
13,4,0,0 0 2 0 1 2 3 1 3 1 2 
14,4,0,0 0 2 0 1 2 3 1 3 1 2 
15,4,0,0 0 2 0 1 2 3 1 3 1 2 
16,4,0,0 0 2 0 1 2 3 1 3 1 2 
17,4,0,0 0 2 0 1 2 3 1 3 1 2 
18,4,0,0 0 2 0 1 2 3 1 3 1 2 
19,4,0,0 0 2 0 1 2 3 1 3 1 2 
20,4,0,0 0 2 0 1 2 3 1 3 1 2 
21,4,0,0 0 2 0 1 2 3 1 3 1 2 
22,4,0,0 0 2 0 1 2 3 1 3 1 2 
23,4,0,0 0 2 0 1 2 3 1 3 1 2 
24,4,0,0 0 2 0 1 2 3 1 3 1 2 
25,4,0,0 0 2 0 1 2 3 1 3 1 2 
26,4,0,0 0 2 0 1 2 3 1 3 1 2 
27,4,0,0 0 2 0 1 2 3 1 3 1 2 
28,4,0,0 0 2 0 1 2 3 1 3 1 2 
29,4,0,0 0 2 0 1 2 3 1 3 1 2 
30,4,0,0 0 2 0 1 2 3 1 3 1 2 
31,4,0,0 0 2 0 1 2 3 1 3 1 2 
32,4,0,0 0 2 0 1 2 3 1 3 1 2 
33,4,0,0 0 2 0 1 2 3 1 3 1 2 
34,4,0,0 0 2 0 1 2 3 1 3 1 2 
35,4,0,0 0 2 0 1 2 3 1 3 1 2 
36,4,0,0 0 2 0 1 2 3 1 3 1 2 
37,4,0,0 0 2 0 1 2 3 1 3 1 2 
38,4,0,0 0 2 0 1 2 3 1 3 1 2 
39,4,0,0 0 2 0 1 2 3 1 3 1 2 
40,4,0,0 0 2 0 1 2 3 1 3 1 2 
41,4,0,0 0 2 0 1 2 3 1 3 1 2 
42,4,0,0 0 2 0 1 2 3 1 3 1 2 
43,4,0,0 0 2 0 1 2 3 1 3 1 2 
44,4,0,0 0 2 0 1 2 3 1 3 1 2 
45,4,0,0 0 2 0 1 2 3 1 3 1 2 
46,4,0,0 0 2 0 1 2 3 1 3 1 2 
47,4,0,0 0 2 0 1 2 3 1 3 1 2 
48,4,0,0 0 2 0 1 2 3 1 3 1 2 
49,4,0,0 0 2 0 1 2 3 1 3 1 2 
50,4,0,0 0 2 0 1 2 3 1 3 1 2 
51,4,0,0 0 2 0 1 2 3 1 3 1 2 
52,4,0,0 0 2 0 1 2 3 1 3 1 2 
53,4,0,0 0 2 0 1 2 3 1 3 1 2 
54,4,0,0 0 2 0 1 2 3 1 3 1 2 
55,4,0,0 0 2 0 1 2 3 1 3 1 2 
56,4,0,0 0 2 0 1 2 3 1 3 1 2 
57,4,0,0 0 2 0 1 2 3 1 3 1 2 
58,4,0,0 0 2 0 1 2 3 1 3 1 2 
59,4,0,0 0 2 0 1 2 3 1 3 1 2 
60,4,0,0 0 2 0 1 2 3 1 3 1 2 
61,4,0,0 0 2 0 1 2 3 1 3 1 2 
62,4,0,0 0 2 0 1 2 3 1 3 1 2 
63,4,0,0 0 2 0 1 2 3 1 3 1 2 
64,4,0,0 0 2 0 1 2 3 1 3 1 2 
65,4,0,0 0 2 0 1 2 3 1 3 1 2 
66,4,0,0 0 2 0 1 2 3 1 3 1 2 
67,4,0,0 0 2 0 1 2 3 1 3 1 2 
68,4,0,0 0 2 0 1 2 3 1 3 1 2 
69,4,0,0 0 2 0 1 2 3 1 3 1 2 
70,4,0,0 0 2 0 1 2 3 1 3 1 2 
71,4,0,0 0 2 0 1 2 3 1 3 1 2 
72,4,0,0 0 2 0 1 2 3 1 3 1 2 
73,4,0,0 0 2 0 1 2 3 1 3 1 2 
74,4,0,0 0 2 0 1 2 3 1 3 1 2 
75,4,0,0 0 2 0 1 2 3 1 3 1 2 
76,4,0,0 0 2 0 1 2 3 1 3 1 2 
77,4,0,0 0 2 0 1 2 3 1 3 1 2 
78,4,0,0 0 2 0 1 2 3 1 3 1 2 
79,4,0,0 0 2 0 1 2 3 1 3 1 2 
80,4,0,0 0 2 0 1 2 3 1 3 1 2 
81,4,0,0 0 2 0 1 2 3 1 3 1 2 
82,4,0,0 0 2 0 1 2 3 1 3 1 2 
83,4,0,0 0 2 0 1 2 3 1 3 1 2 
84,4,0,0 0 2 0 1 2 3 1 3 1 2 
85,4,0,0 0 2 0 1 2 3 1 3 1 2 
86,4,0,0 0 2 0 1 2 3 1 3 1 2 
87,4,0,0 0 2 0 1 2 3 1 3 1 2 
